src,dst,weight,tx_count,is_layering
WALLET_0x0000000004ba,WALLET_0x00000000074d,544647.5130217026,25,0
WALLET_0x0000000006b3,WALLET_0x000000000526,238145.23234496824,1,0
WALLET_0x000000000300,WALLET_0x00000000053a,239516.35187958495,26,0
WALLET_0x000000000255,WALLET_0x0000000006f2,1115213.423303425,25,0
WALLET_0x00000000069c,WALLET_0x000000000652,1150532.008032185,13,0
WALLET_0x00000000049a,WALLET_0x0000000000df,1032853.0752407756,4,0
WALLET_0x00000000060e,WALLET_0x0000000006eb,223629.62561260283,16,0
WALLET_0x00000000039f,WALLET_0x000000000780,7694.223298766022,16,0
WALLET_0x000000000050,WALLET_0x00000000005d,29932.484308550193,12,0
WALLET_0x0000000006da,WALLET_0x000000000160,451319.94412169093,13,0
WALLET_0x000000000096,WALLET_0x000000000505,732209.5381475149,29,0
WALLET_0x000000000668,WALLET_0x000000000546,235733.2935102945,29,0
WALLET_0x00000000010f,WALLET_0x0000000001d5,156474.23692277158,20,0
WALLET_0x000000000621,WALLET_0x00000000013a,690409.2479123939,18,0
WALLET_0x000000000071,WALLET_0x0000000001e7,376454.725529493,2,0
WALLET_0x0000000006f1,WALLET_0x0000000007b2,216481.63209668535,1,0
WALLET_0x00000000005a,WALLET_0x0000000003d0,39212.12233920605,10,0
WALLET_0x000000000765,WALLET_0x000000000393,124753.87853784995,19,0
WALLET_0x00000000071d,WALLET_0x000000000688,1792082.0802872786,27,0
WALLET_0x00000000020e,WALLET_0x00000000002b,104406.87321961338,28,0
WALLET_0x0000000003be,WALLET_0x000000000579,1197182.8287209617,30,0
WALLET_0x0000000002ed,WALLET_0x000000000472,3539889.774805222,12,0
WALLET_0x000000000586,WALLET_0x0000000000ce,135050.85265148638,17,0
WALLET_0x0000000003cd,WALLET_0x000000000133,227071.27669345724,21,0
WALLET_0x00000000062a,WALLET_0x000000000660,1945491.0244448155,6,0
WALLET_0x000000000722,WALLET_0x000000000726,2811553.1905563613,11,0
WALLET_0x0000000004b3,WALLET_0x00000000073d,168183.01673390242,19,0
WALLET_0x0000000003ba,WALLET_0x00000000059f,38871.17429461466,26,0
WALLET_0x00000000001a,WALLET_0x0000000006ab,2906076.9933646014,16,0
WALLET_0x000000000502,WALLET_0x00000000005e,1062129.449110336,20,0
WALLET_0x00000000016e,WALLET_0x00000000027b,806891.5800204106,3,0
WALLET_0x00000000046c,WALLET_0x00000000030c,1746960.9232202624,3,0
WALLET_0x000000000502,WALLET_0x00000000043f,74782.34428265465,5,0
WALLET_0x000000000582,WALLET_0x000000000308,795557.6174538499,22,0
WALLET_0x0000000000da,WALLET_0x000000000303,288398.9984704702,24,0
WALLET_0x00000000038a,WALLET_0x00000000022d,1092668.830036739,9,0
WALLET_0x000000000563,WALLET_0x000000000725,1466746.9574073742,10,0
WALLET_0x0000000006e4,WALLET_0x000000000532,1914237.5680735488,21,0
WALLET_0x000000000339,WALLET_0x0000000005af,1085815.0527124389,30,0
WALLET_0x00000000035b,WALLET_0x000000000530,644367.7595113451,23,0
WALLET_0x0000000006fe,WALLET_0x000000000362,677553.5410855603,10,0
WALLET_0x0000000004db,WALLET_0x0000000003fd,766926.6377982665,16,0
WALLET_0x0000000001f7,WALLET_0x000000000165,173432.06110567317,23,0
WALLET_0x000000000338,WALLET_0x0000000004fb,253788.2096984598,29,0
WALLET_0x00000000016d,WALLET_0x00000000059b,808960.1723587526,2,0
WALLET_0x0000000006dd,WALLET_0x000000000090,1173756.6541936926,22,0
WALLET_0x0000000001e4,WALLET_0x0000000000ec,166626.60765490256,30,0
WALLET_0x0000000000f6,WALLET_0x0000000000f0,87996.47421885605,5,0
WALLET_0x000000000702,WALLET_0x000000000796,35848.297990144565,15,0
WALLET_0x000000000233,WALLET_0x000000000396,66702.45648663379,19,0
WALLET_0x0000000000c0,WALLET_0x000000000111,196941.88321936605,13,0
WALLET_0x000000000129,WALLET_0x000000000462,226404.19447595012,29,0
WALLET_0x00000000017d,WALLET_0x000000000472,289452.02146267047,29,0
WALLET_0x000000000136,WALLET_0x000000000709,72582.01059034362,15,0
WALLET_0x000000000324,WALLET_0x0000000000ab,29178.472220916414,25,0
WALLET_0x000000000437,WALLET_0x00000000003f,534905.3384398781,4,0
WALLET_0x000000000756,WALLET_0x000000000678,535230.4170444023,7,0
WALLET_0x000000000036,WALLET_0x000000000287,1123549.706954652,23,0
WALLET_0x00000000042a,WALLET_0x0000000001a9,1502373.9173403068,5,0
WALLET_0x0000000002c0,WALLET_0x0000000001d1,796941.9405212582,16,0
WALLET_0x0000000003df,WALLET_0x00000000066e,525445.3424313194,4,0
WALLET_0x0000000004d1,WALLET_0x00000000053d,1646247.629835273,27,0
WALLET_0x000000000557,WALLET_0x0000000001ff,3745585.436650032,29,0
WALLET_0x000000000690,WALLET_0x000000000083,160329.38874859345,19,0
WALLET_0x000000000092,WALLET_0x00000000031b,1404779.6380230514,24,0
WALLET_0x00000000003c,WALLET_0x0000000006f1,173465.6661748221,5,0
WALLET_0x0000000006e5,WALLET_0x0000000004b1,614492.2628372891,7,0
WALLET_0x000000000605,WALLET_0x0000000004ca,2200751.71968014,26,0
WALLET_0x0000000005e2,WALLET_0x0000000007a6,293460.5218709342,18,0
WALLET_0x0000000006a3,WALLET_0x000000000489,106073.2004516378,26,0
WALLET_0x000000000513,WALLET_0x0000000003d2,222166.41929480768,22,0
WALLET_0x000000000477,WALLET_0x00000000078f,105918.7615657524,11,0
WALLET_0x0000000003d2,WALLET_0x0000000001af,88316.37449600769,28,0
WALLET_0x0000000005b5,WALLET_0x000000000485,2702965.59585927,20,0
WALLET_0x0000000002b6,WALLET_0x0000000006e7,983188.6097963781,9,0
WALLET_0x000000000446,WALLET_0x0000000000e6,150342.21797849535,19,0
WALLET_0x0000000001a6,WALLET_0x000000000205,101054.23777119767,5,0
WALLET_0x0000000003e9,WALLET_0x0000000001f7,112071.22529335326,5,0
WALLET_0x000000000491,WALLET_0x000000000145,150303.19882381728,4,0
WALLET_0x000000000303,WALLET_0x000000000444,2492974.9595287223,28,0
WALLET_0x000000000542,WALLET_0x000000000210,375068.9067793051,18,0
WALLET_0x0000000000a8,WALLET_0x000000000182,10825570.895747911,2,0
WALLET_0x000000000422,WALLET_0x0000000002e1,416812.2618248929,22,0
WALLET_0x0000000001c6,WALLET_0x0000000004ff,186564.58764974526,16,0
WALLET_0x00000000056e,WALLET_0x0000000000ce,1779163.440805871,20,0
WALLET_0x000000000684,WALLET_0x0000000002cb,36126.66165349122,26,0
WALLET_0x00000000046d,WALLET_0x00000000043e,586936.8616427528,9,0
WALLET_0x000000000764,WALLET_0x000000000374,71807.10811417727,17,0
WALLET_0x000000000720,WALLET_0x000000000654,16760.915304805698,20,0
WALLET_0x00000000024e,WALLET_0x0000000003d9,370840.9074787368,28,0
WALLET_0x0000000003c6,WALLET_0x0000000006f7,1547520.2622838907,14,0
WALLET_0x00000000012c,WALLET_0x0000000000dd,609801.6080408834,16,0
WALLET_0x000000000048,WALLET_0x0000000000e7,509203.52050122636,2,0
WALLET_0x000000000681,WALLET_0x0000000005ee,8971.680136920906,27,0
WALLET_0x0000000000a3,WALLET_0x00000000040b,350653.76020349783,10,0
WALLET_0x00000000074a,WALLET_0x0000000004dc,355833.0754936837,3,0
WALLET_0x00000000047d,WALLET_0x000000000233,1123425.0715304306,3,0
WALLET_0x000000000609,WALLET_0x000000000617,90472.63926554355,15,0
WALLET_0x0000000006e0,WALLET_0x0000000006c7,1535679.6213744245,8,0
WALLET_0x0000000003cf,WALLET_0x0000000001e2,206062.2284661686,15,0
WALLET_0x000000000576,WALLET_0x00000000057c,282391.6785619309,22,0
WALLET_0x0000000007c0,WALLET_0x0000000003ac,976674.9949664077,3,0
WALLET_0x00000000050e,WALLET_0x000000000308,74299.65095689609,26,0
WALLET_0x000000000213,WALLET_0x000000000425,1523178.116310252,21,0
WALLET_0x000000000732,WALLET_0x0000000000c4,57990.689684680285,19,0
WALLET_0x0000000004e5,WALLET_0x000000000194,1182052.9099270145,9,0
WALLET_0x00000000070d,WALLET_0x00000000053d,310765.3429488116,21,0
WALLET_0x0000000000e7,WALLET_0x000000000453,351282.25131967,3,0
WALLET_0x00000000032c,WALLET_0x000000000311,4457.270407384874,27,0
WALLET_0x0000000003ae,WALLET_0x000000000092,182382.6861395258,13,0
WALLET_0x000000000282,WALLET_0x0000000005cc,322760.8098343136,21,0
WALLET_0x00000000025c,WALLET_0x0000000005b3,4515093.252194289,30,0
WALLET_0x00000000067e,WALLET_0x000000000232,419207.13254603016,18,0
WALLET_0x000000000720,WALLET_0x000000000128,166133.61729058617,6,0
WALLET_0x0000000005a3,WALLET_0x000000000570,1544927.139507716,3,0
WALLET_0x00000000069b,WALLET_0x000000000103,207368.82678893785,19,0
WALLET_0x0000000000a4,WALLET_0x0000000006fa,2080915.9547494585,27,0
WALLET_0x000000000244,WALLET_0x000000000008,654760.032133331,24,0
WALLET_0x00000000062b,WALLET_0x0000000004ff,114767.65738342702,15,0
WALLET_0x000000000502,WALLET_0x000000000337,1806312.9988937934,27,0
WALLET_0x00000000057f,WALLET_0x000000000271,1089854.0268361827,17,0
WALLET_0x0000000003d4,WALLET_0x00000000048d,1695623.5971167684,18,0
WALLET_0x00000000064c,WALLET_0x00000000037a,336658.941461946,30,0
WALLET_0x0000000005de,WALLET_0x0000000000fa,1090009.2103074498,27,0
WALLET_0x000000000466,WALLET_0x0000000006c7,7887048.846819914,5,0
WALLET_0x0000000003c8,WALLET_0x000000000390,572118.6397113552,20,0
WALLET_0x0000000004fc,WALLET_0x0000000003ba,243296.49311254048,21,0
WALLET_0x0000000004c1,WALLET_0x00000000036a,4483611.518934456,25,0
WALLET_0x0000000000ca,WALLET_0x000000000127,1203402.462309845,7,0
WALLET_0x000000000798,WALLET_0x0000000005e1,225093.1789288551,14,0
WALLET_0x000000000134,WALLET_0x000000000705,5972582.075853171,20,0
WALLET_0x000000000350,WALLET_0x00000000000a,72756.57187858803,26,0
WALLET_0x00000000048a,WALLET_0x0000000003ca,978471.5898012387,14,0
WALLET_0x00000000062c,WALLET_0x00000000008c,2470010.578179757,10,0
WALLET_0x0000000000c2,WALLET_0x0000000003cc,2208043.658622991,7,0
WALLET_0x000000000105,WALLET_0x00000000074b,114696.67723752584,23,0
WALLET_0x0000000003d9,WALLET_0x000000000355,68813.79118902194,22,0
WALLET_0x00000000063e,WALLET_0x0000000007b4,624220.843171703,24,0
WALLET_0x0000000005dd,WALLET_0x0000000006c4,1273299.8803713224,24,0
WALLET_0x000000000303,WALLET_0x00000000005f,87821.45853474108,4,0
WALLET_0x0000000003ac,WALLET_0x0000000007a3,695700.2908526899,15,0
WALLET_0x0000000005bc,WALLET_0x0000000006d7,49700.50230270906,16,0
WALLET_0x0000000005e2,WALLET_0x00000000000f,2172233.5188667094,12,0
WALLET_0x0000000006fd,WALLET_0x000000000059,187789.3522043428,18,0
WALLET_0x0000000001c0,WALLET_0x00000000069b,345918.9434243288,14,0
WALLET_0x00000000062e,WALLET_0x0000000006d9,1617634.8002771523,26,0
WALLET_0x000000000045,WALLET_0x00000000072c,1406767.511510044,27,0
WALLET_0x00000000071a,WALLET_0x000000000263,900692.5670639643,20,0
WALLET_0x0000000005f1,WALLET_0x000000000483,2072411.291783175,21,0
WALLET_0x000000000051,WALLET_0x00000000014f,817143.4165100363,3,0
WALLET_0x0000000006bf,WALLET_0x00000000047e,3879819.433200897,21,0
WALLET_0x00000000055b,WALLET_0x000000000524,33990.07504710935,24,0
WALLET_0x00000000036b,WALLET_0x0000000000f5,404598.2553031448,30,0
WALLET_0x00000000068a,WALLET_0x000000000471,379610.5919095258,7,0
WALLET_0x0000000005cb,WALLET_0x000000000666,318552.92519550835,30,0
WALLET_0x0000000001c1,WALLET_0x00000000042b,932983.8739502998,15,0
WALLET_0x000000000079,WALLET_0x000000000214,609865.6724440233,8,0
WALLET_0x0000000002d8,WALLET_0x000000000483,1524581.1075604458,27,0
WALLET_0x0000000002c6,WALLET_0x000000000602,74921.06450337473,8,0
WALLET_0x00000000011b,WALLET_0x000000000643,13774332.583626484,21,0
WALLET_0x00000000065d,WALLET_0x000000000783,246111.96021591406,21,0
WALLET_0x000000000186,WALLET_0x000000000427,680194.8256764687,7,0
WALLET_0x0000000006d5,WALLET_0x000000000699,324693.72736176266,9,0
WALLET_0x000000000513,WALLET_0x00000000078d,499618.44524408,4,0
WALLET_0x0000000005c5,WALLET_0x0000000001e3,198319.4211500688,7,0
WALLET_0x0000000005ca,WALLET_0x00000000008d,602416.6055118713,12,0
WALLET_0x00000000039c,WALLET_0x00000000035b,1056154.5706641048,19,0
WALLET_0x0000000006c0,WALLET_0x000000000784,12056.980258625088,23,0
WALLET_0x000000000003,WALLET_0x00000000012c,270270.42516193213,27,0
WALLET_0x00000000029e,WALLET_0x0000000004f6,255283.69354220477,26,0
WALLET_0x00000000061a,WALLET_0x0000000004bb,14383650.909428857,12,0
WALLET_0x0000000007cb,WALLET_0x00000000035b,1607365.0320207763,24,0
WALLET_0x000000000113,WALLET_0x000000000080,4197876.787213727,19,0
WALLET_0x000000000673,WALLET_0x000000000127,1021899.5947262781,9,0
WALLET_0x0000000000d3,WALLET_0x00000000049e,500586.93214011804,9,0
WALLET_0x00000000047c,WALLET_0x00000000057f,763933.4945666282,13,0
WALLET_0x0000000002f3,WALLET_0x000000000690,2384408.3733458794,10,0
WALLET_0x000000000477,WALLET_0x0000000003b9,6108412.254113416,3,0
WALLET_0x000000000586,WALLET_0x00000000063f,695980.3892871465,23,0
WALLET_0x000000000063,WALLET_0x000000000785,173789.99074558198,19,0
WALLET_0x000000000707,WALLET_0x000000000387,1770657.483095425,26,0
WALLET_0x000000000377,WALLET_0x000000000330,123036.84694614219,2,0
WALLET_0x00000000056d,WALLET_0x000000000520,794602.2917522374,30,0
WALLET_0x000000000347,WALLET_0x0000000000f9,1229318.583769506,10,0
WALLET_0x00000000045d,WALLET_0x00000000042b,376203.6859652106,6,0
WALLET_0x0000000004b7,WALLET_0x0000000006e2,113865.06917204159,26,0
WALLET_0x0000000007a8,WALLET_0x000000000195,223725.0755509403,3,0
WALLET_0x00000000063f,WALLET_0x0000000005d5,275231.79650719283,3,0
WALLET_0x0000000000a6,WALLET_0x0000000007b7,91090.7214521051,7,0
WALLET_0x000000000440,WALLET_0x0000000003fb,247918.60520143269,10,0
WALLET_0x00000000060a,WALLET_0x000000000733,50113.90883244881,21,0
WALLET_0x000000000593,WALLET_0x000000000469,1073775.9428138086,5,0
WALLET_0x00000000073d,WALLET_0x0000000003de,729424.4518550732,2,0
WALLET_0x000000000094,WALLET_0x00000000010d,659045.269689027,25,0
WALLET_0x000000000580,WALLET_0x000000000546,247992.4476594784,28,0
WALLET_0x0000000000ad,WALLET_0x0000000006fe,303132.8597086962,30,0
WALLET_0x000000000193,WALLET_0x0000000007b8,127590.58905617415,20,0
WALLET_0x00000000072f,WALLET_0x0000000004cb,943881.6676512137,10,0
WALLET_0x0000000005f8,WALLET_0x00000000018a,57713.12759555133,29,0
WALLET_0x0000000003d4,WALLET_0x00000000067f,501644.18347166874,23,0
WALLET_0x00000000010a,WALLET_0x000000000665,171005.97900819842,27,0
WALLET_0x000000000094,WALLET_0x00000000059a,6174667.380666384,27,0
WALLET_0x00000000004e,WALLET_0x000000000551,974981.592165026,20,0
WALLET_0x0000000002fb,WALLET_0x000000000624,442117.8989430496,17,0
WALLET_0x00000000072b,WALLET_0x000000000712,84201.26290410524,12,0
WALLET_0x000000000369,WALLET_0x00000000055b,57223.57875841868,4,0
WALLET_0x000000000166,WALLET_0x000000000626,930707.5576516233,21,0
WALLET_0x00000000067c,WALLET_0x000000000513,6571107.729356635,23,0
WALLET_0x000000000455,WALLET_0x000000000253,817029.179777324,8,0
WALLET_0x0000000006a2,WALLET_0x00000000019c,575466.2053704269,6,0
WALLET_0x00000000024e,WALLET_0x00000000067f,588081.0992258689,30,0
WALLET_0x00000000003a,WALLET_0x0000000003cf,516343.72170500614,16,0
WALLET_0x00000000011f,WALLET_0x000000000460,600193.331657134,13,0
WALLET_0x000000000020,WALLET_0x00000000039c,158302.23893660566,25,0
WALLET_0x0000000007c3,WALLET_0x0000000005b2,102708.4019918685,25,0
WALLET_0x000000000123,WALLET_0x0000000000e9,521179.53179447766,18,0
WALLET_0x00000000070e,WALLET_0x000000000554,4156261.5879454385,15,0
WALLET_0x000000000185,WALLET_0x000000000750,1419117.7732595818,20,0
WALLET_0x000000000792,WALLET_0x00000000008c,69554.47299057605,26,0
WALLET_0x0000000006cf,WALLET_0x000000000494,301708.35177059844,15,0
WALLET_0x0000000000e8,WALLET_0x0000000002b9,1320465.3473776744,4,0
WALLET_0x00000000076d,WALLET_0x00000000022c,4305069.904678484,14,0
WALLET_0x000000000770,WALLET_0x000000000465,6497520.369879615,2,0
WALLET_0x00000000010a,WALLET_0x0000000004fa,322521.6712116227,19,0
WALLET_0x00000000011f,WALLET_0x0000000000de,1523234.2590864082,29,0
WALLET_0x00000000001a,WALLET_0x0000000004de,643004.8456939314,10,0
WALLET_0x000000000499,WALLET_0x000000000142,369685.65778997494,2,0
WALLET_0x0000000005b1,WALLET_0x000000000755,485784.32279761636,14,0
WALLET_0x00000000021e,WALLET_0x0000000001f4,494814.3478488432,14,0
WALLET_0x00000000044a,WALLET_0x000000000430,2578570.231647462,1,0
WALLET_0x00000000056d,WALLET_0x0000000004a6,53814.36066905887,1,0
WALLET_0x000000000067,WALLET_0x000000000368,892890.5125731338,10,0
WALLET_0x0000000000f9,WALLET_0x00000000028c,4453170.80140914,11,0
WALLET_0x000000000547,WALLET_0x0000000007c6,3789259.92470276,4,0
WALLET_0x00000000042a,WALLET_0x00000000032d,1038678.8908170018,25,0
WALLET_0x000000000677,WALLET_0x00000000031e,142119.6213682688,5,0
WALLET_0x000000000053,WALLET_0x000000000306,1418580.7312529667,9,0
WALLET_0x000000000287,WALLET_0x0000000005a0,3228118.9848815124,15,0
WALLET_0x00000000063a,WALLET_0x00000000056e,204288.69215499295,2,0
WALLET_0x0000000000c0,WALLET_0x00000000061c,756468.493271363,8,0
WALLET_0x0000000003de,WALLET_0x000000000490,325167.3052557205,20,0
WALLET_0x000000000733,WALLET_0x00000000067a,176137.32220682196,20,0
WALLET_0x000000000270,WALLET_0x0000000000cd,275748.65727158944,29,0
WALLET_0x0000000007b7,WALLET_0x000000000086,536486.0659244765,5,0
WALLET_0x000000000584,WALLET_0x0000000004e0,111596.60969902415,24,0
WALLET_0x000000000497,WALLET_0x000000000118,87276.35888841856,11,0
WALLET_0x0000000003c2,WALLET_0x00000000056e,116493.5197456066,10,0
WALLET_0x000000000629,WALLET_0x000000000472,723496.5986824045,21,0
WALLET_0x0000000003e3,WALLET_0x0000000000ab,49083.618907904616,7,0
WALLET_0x000000000727,WALLET_0x00000000029c,15907.257003841472,21,0
WALLET_0x0000000005ed,WALLET_0x00000000018d,3466845.7594235996,23,0
WALLET_0x00000000046c,WALLET_0x0000000005ef,96777.30969800414,23,0
WALLET_0x0000000006e3,WALLET_0x000000000038,330706.42148756963,9,0
WALLET_0x000000000648,WALLET_0x000000000187,1764597.955035369,19,0
WALLET_0x0000000002a3,WALLET_0x00000000047c,51154.76142193637,12,0
WALLET_0x000000000201,WALLET_0x00000000070a,51064.1194766139,20,0
WALLET_0x0000000007bd,WALLET_0x000000000247,171292.05467131553,27,0
WALLET_0x000000000016,WALLET_0x00000000003a,1870950.2428792058,24,0
WALLET_0x000000000139,WALLET_0x0000000005d5,428279.04632471094,21,0
WALLET_0x0000000005b8,WALLET_0x0000000004a4,437086.24765064334,23,0
WALLET_0x00000000026e,WALLET_0x00000000048e,284038.59963435825,16,0
WALLET_0x0000000005f8,WALLET_0x00000000041f,1028078.558357229,22,0
WALLET_0x00000000042d,WALLET_0x00000000078f,3789595.1367043066,22,0
WALLET_0x0000000002bf,WALLET_0x00000000039b,38881797.15033133,14,0
WALLET_0x0000000002e6,WALLET_0x0000000000ec,354290.17217468534,22,0
WALLET_0x000000000707,WALLET_0x0000000005f0,4364096.758748671,24,0
WALLET_0x000000000433,WALLET_0x000000000179,1980573.900825143,5,0
WALLET_0x0000000004e5,WALLET_0x00000000011a,660327.7176306786,8,0
WALLET_0x00000000014a,WALLET_0x0000000000e3,16074.825262616088,30,0
WALLET_0x000000000571,WALLET_0x00000000072d,250990.2203761377,8,0
WALLET_0x000000000658,WALLET_0x0000000002d6,266360.28099423606,16,0
WALLET_0x0000000006bc,WALLET_0x00000000003b,757820.0527647961,11,0
WALLET_0x000000000495,WALLET_0x0000000001d7,328995.65948659345,26,0
WALLET_0x000000000568,WALLET_0x0000000007c3,190080.2465752221,9,0
WALLET_0x0000000001f9,WALLET_0x000000000005,9295257.829471575,5,0
WALLET_0x00000000050c,WALLET_0x000000000751,3147961.886927696,26,0
WALLET_0x0000000001ef,WALLET_0x00000000021f,21285.14473318455,20,0
WALLET_0x0000000000a8,WALLET_0x0000000005c3,290212.56833791087,22,0
WALLET_0x0000000007c9,WALLET_0x000000000191,1139823.8365175645,5,0
WALLET_0x0000000004a1,WALLET_0x0000000006bd,3257140.015770651,11,0
WALLET_0x000000000711,WALLET_0x00000000001a,235633.95996868092,28,0
WALLET_0x000000000676,WALLET_0x000000000304,320277.9061539849,17,0
WALLET_0x00000000076a,WALLET_0x00000000062f,510005.4575389053,1,0
WALLET_0x0000000003c0,WALLET_0x00000000009a,1193942.25039172,20,0
WALLET_0x00000000044f,WALLET_0x000000000607,44209.48643229876,29,0
WALLET_0x00000000044b,WALLET_0x0000000003be,21524.201474930655,17,0
WALLET_0x0000000005f7,WALLET_0x000000000490,2904655.8727779402,9,0
WALLET_0x00000000079e,WALLET_0x00000000034b,100196.43235955501,1,0
WALLET_0x0000000007aa,WALLET_0x00000000013d,10681131.461302327,2,0
WALLET_0x0000000001f8,WALLET_0x000000000187,121132.60040546644,23,0
WALLET_0x00000000070b,WALLET_0x0000000000da,335227.0607446244,16,0
WALLET_0x000000000568,WALLET_0x00000000023b,769041.0757928826,1,0
WALLET_0x000000000193,WALLET_0x0000000006e6,18071.018060762402,21,0
WALLET_0x000000000357,WALLET_0x0000000000a0,32494678.602291502,18,0
WALLET_0x0000000005e7,WALLET_0x0000000003fa,244630.6337428141,26,0
WALLET_0x000000000640,WALLET_0x00000000032c,125772.78012501821,29,0
WALLET_0x00000000076b,WALLET_0x000000000589,76914.42742897208,3,0
WALLET_0x0000000006b5,WALLET_0x000000000543,761183.8674931487,3,0
WALLET_0x000000000009,WALLET_0x0000000003f6,684388.8625660985,9,0
WALLET_0x00000000074e,WALLET_0x0000000007be,80906.97528865596,19,0
WALLET_0x00000000036d,WALLET_0x000000000781,56505.178112560876,7,0
WALLET_0x0000000002ec,WALLET_0x000000000775,2154101.828021981,19,0
WALLET_0x00000000056a,WALLET_0x0000000006f9,165452.40757164013,13,0
WALLET_0x000000000180,WALLET_0x000000000671,33472.36975578988,24,0
WALLET_0x00000000001a,WALLET_0x000000000608,354377.2697447609,7,0
WALLET_0x000000000410,WALLET_0x0000000002c6,242173.72544181877,6,0
WALLET_0x0000000000e2,WALLET_0x000000000431,8244401.188011013,2,0
WALLET_0x000000000151,WALLET_0x000000000183,202141.41915813854,26,0
WALLET_0x0000000006e1,WALLET_0x000000000325,278635.8359080751,22,0
WALLET_0x000000000752,WALLET_0x0000000006cf,614881.1510362242,21,0
WALLET_0x0000000003d6,WALLET_0x000000000761,187906.02248938312,12,0
WALLET_0x000000000390,WALLET_0x0000000002b6,857207.4694625903,20,0
WALLET_0x00000000004f,WALLET_0x000000000045,96248.82413772482,29,0
WALLET_0x000000000706,WALLET_0x00000000078d,308979.6950533974,26,0
WALLET_0x0000000000c3,WALLET_0x00000000043a,814411.3585813175,1,0
WALLET_0x000000000402,WALLET_0x0000000002dc,2437433.2777440413,5,0
WALLET_0x000000000584,WALLET_0x00000000005c,183637.550116742,22,0
WALLET_0x000000000577,WALLET_0x0000000003e3,180377.99174963808,27,0
WALLET_0x0000000001ef,WALLET_0x000000000221,4465301.855458282,1,0
WALLET_0x0000000001a1,WALLET_0x000000000123,193352.37165014585,26,0
WALLET_0x00000000049c,WALLET_0x0000000005d0,406316.5312648576,14,0
WALLET_0x0000000002fb,WALLET_0x0000000003b2,5775463.958952319,21,0
WALLET_0x000000000657,WALLET_0x00000000077b,489522.67175414594,26,0
WALLET_0x0000000001a2,WALLET_0x000000000083,305091.4623701968,13,0
WALLET_0x000000000501,WALLET_0x0000000007a7,341212.23414576304,9,0
WALLET_0x000000000374,WALLET_0x000000000587,145702.4775682513,22,0
WALLET_0x0000000002be,WALLET_0x000000000681,869936.0352272734,18,0
WALLET_0x000000000703,WALLET_0x000000000665,110632.17084981324,27,0
WALLET_0x000000000426,WALLET_0x00000000000a,1422267.8994558344,11,0
WALLET_0x000000000445,WALLET_0x000000000758,452626.8198933377,29,0
WALLET_0x0000000001da,WALLET_0x000000000762,629833.3744408407,13,0
WALLET_0x0000000005ba,WALLET_0x000000000492,5924175.805763218,5,0
WALLET_0x000000000736,WALLET_0x000000000356,50331.24929378888,7,0
WALLET_0x000000000439,WALLET_0x000000000482,458920.82863064285,18,0
WALLET_0x0000000006bb,WALLET_0x0000000004a8,1152129.5460591046,10,0
WALLET_0x0000000003ab,WALLET_0x00000000049d,175544.79203527002,16,0
WALLET_0x000000000707,WALLET_0x0000000006b2,1842574.6333793104,25,0
WALLET_0x00000000078e,WALLET_0x000000000552,195432.5702713907,24,0
WALLET_0x0000000004cb,WALLET_0x000000000290,685178.4519240464,25,0
WALLET_0x0000000003ae,WALLET_0x00000000028c,367602.8554712016,6,0
WALLET_0x00000000041a,WALLET_0x00000000065f,563925.6243803699,19,0
WALLET_0x000000000006,WALLET_0x00000000060a,494312.45439000515,1,0
WALLET_0x0000000000dd,WALLET_0x00000000055f,421700.8534983417,26,0
WALLET_0x0000000004b1,WALLET_0x000000000754,217466.3489893063,1,0
WALLET_0x00000000060a,WALLET_0x0000000006fb,163234.45431131747,2,0
WALLET_0x000000000519,WALLET_0x0000000005d2,710680.8615468445,4,0
WALLET_0x0000000000b5,WALLET_0x00000000003f,478810.0301562762,3,0
WALLET_0x000000000380,WALLET_0x000000000591,156663.134157421,3,0
WALLET_0x000000000104,WALLET_0x00000000061e,740496.5428585652,17,0
WALLET_0x000000000164,WALLET_0x000000000184,221055.70103537285,17,0
WALLET_0x00000000034e,WALLET_0x000000000423,4561490.510724822,22,0
WALLET_0x000000000708,WALLET_0x00000000012c,18509052.017492916,10,0
WALLET_0x00000000074e,WALLET_0x0000000006e4,3553950.1851521963,23,0
WALLET_0x00000000010b,WALLET_0x000000000097,3268974.2292889934,29,0
WALLET_0x0000000000ae,WALLET_0x000000000431,1500413.1619265021,21,0
WALLET_0x00000000011a,WALLET_0x0000000003b7,322949.9616169333,5,0
WALLET_0x000000000727,WALLET_0x0000000002e9,25627.196406869305,28,0
WALLET_0x00000000013d,WALLET_0x0000000003b6,95081.6367277677,24,0
WALLET_0x000000000244,WALLET_0x0000000006b1,160314.17911202746,16,0
WALLET_0x0000000000b1,WALLET_0x0000000003d4,2707687.965035478,30,0
WALLET_0x0000000002f5,WALLET_0x00000000051c,649655.7686651531,12,0
WALLET_0x00000000007c,WALLET_0x0000000003ac,164508.05589710243,19,0
WALLET_0x000000000489,WALLET_0x0000000002d1,27784.13598005983,21,0
WALLET_0x00000000004b,WALLET_0x000000000152,14320754.300205858,16,0
WALLET_0x0000000004e5,WALLET_0x0000000006f7,984579.9021937181,5,0
WALLET_0x000000000788,WALLET_0x000000000472,1728500.366094382,23,0
WALLET_0x0000000005bb,WALLET_0x000000000185,198096.4158740702,21,0
WALLET_0x000000000271,WALLET_0x000000000060,359360.59059915796,3,0
