entity_id,entity_type,country,age_days,kyc_level,txn_count_30d,total_volume_30d,avg_tx_amount,distinct_counterparties_30d,pep_flag,sanction_flag,has_crypto_activity,is_fraud
IND_000839,individual,ID,315,1,8,2432756.152922831,304094.52,8,False,False,False,0
IND_000840,individual,ID,2734,2,75,60393424.56104325,805245.66,14,False,False,False,0
IND_000841,individual,ID,30,1,30,4469502.181531835,148983.41,30,False,False,False,0
IND_000842,individual,ID,831,2,21,4360855.034136234,207659.76,21,False,False,False,0
IND_000843,individual,ID,1810,1,33,24389134.881948806,739064.69,23,False,False,False,0
IND_000844,individual,ID,3501,1,17,5318271.916460236,312839.52,17,False,False,False,0
IND_000845,individual,ID,2323,1,236,488939172.60582274,2071776.16,19,False,False,False,1
IND_000846,individual,ID,1333,1,18,5234771.589194933,290820.64,18,False,False,False,0
IND_000847,individual,ID,800,0,8,2492346.7217684523,311543.34,8,False,False,False,0
IND_000848,individual,ID,580,1,25,1668196.689292278,66727.87,25,False,False,False,0
IND_000849,individual,ID,586,2,32,10413558.62332581,325423.71,32,False,False,False,0
IND_000850,individual,ID,1773,2,62,152470813.29999074,2459206.67,30,False,False,False,0
IND_000851,individual,ID,791,2,86,57972441.09925269,674098.15,1,False,False,False,0
IND_000852,individual,ID,1712,2,19,11678636.638236502,614665.09,19,False,False,False,0
IND_000853,individual,ID,493,1,20,35793263.45178004,1789663.17,20,False,False,False,0
IND_000854,individual,ID,3104,2,39,9777981.107057191,250717.46,30,False,False,False,0
IND_000855,individual,ID,2613,1,40,2129428.86446568,53235.72,40,False,False,False,0
IND_000856,individual,ID,246,0,67,12917712.181435686,192801.67,35,False,False,False,0
IND_000857,individual,ID,3035,2,61,15273950.198573029,250392.63,23,False,False,False,0
IND_000858,individual,ID,2477,2,107,31616017.679662347,295476.8,37,False,False,False,1
IND_000859,individual,MM,2718,2,34,3775783.4785284335,111052.46,34,False,False,True,0
IND_000860,individual,ID,3517,1,1,2009872.252851152,2009872.25,1,False,False,False,0
IND_000861,individual,ID,486,1,238,59476054.89688382,249899.39,48,False,False,False,1
IND_000862,individual,ID,2900,1,12,4053989.050874034,337832.42,12,False,False,False,0
IND_000863,individual,ID,624,2,8,5350328.210916691,668791.03,8,False,False,False,0
IND_000864,individual,ID,2736,0,18,4332459.987864917,240692.22,18,False,False,False,0
IND_000865,individual,ID,1112,2,15,5842003.777216268,389466.92,8,False,False,False,0
IND_000866,individual,ID,3111,1,18,7221291.447460605,401182.86,15,False,False,False,0
IND_000867,individual,ID,3594,0,14,20677750.40643096,1476982.17,14,False,False,False,0
IND_000868,individual,AF,2827,1,32,12948539.815819576,404641.87,7,False,False,False,0
IND_000869,individual,ID,2700,1,9,12219430.628548998,1357714.51,9,False,False,False,0
IND_000870,individual,ID,1918,1,14,6735970.464588996,481140.75,14,False,False,False,0
IND_000871,individual,ID,2805,2,15,14564519.206575852,970967.95,12,False,False,True,0
IND_000872,individual,ID,1714,2,14,13962542.35222746,997324.45,7,False,False,False,0
IND_000873,individual,ID,169,1,12,522461.2277249961,43538.44,6,False,False,False,0
IND_000874,individual,ID,2485,1,14,8382511.675685819,598750.83,14,False,False,False,0
IND_000875,individual,ID,3158,2,8,2879433.178687837,359929.15,8,False,False,False,0
IND_000876,individual,ID,1236,1,21,71287669.0140924,3394650.91,5,False,False,False,0
IND_000877,individual,ID,2764,1,11,31936197.114097223,2903290.65,11,False,False,False,0
IND_000878,individual,ID,1621,1,11,9119899.05155481,829081.73,4,False,False,False,0
IND_000879,individual,ID,851,2,19,4787262.682806938,251961.19,12,False,False,False,0
IND_000880,individual,ID,2544,1,6,4933603.492230886,822267.25,6,False,False,True,0
IND_000881,individual,ID,1056,2,48,37857567.82285033,788699.33,2,False,False,False,0
IND_000882,individual,ID,2752,1,13,3659762.606190154,281520.2,10,False,False,False,0
IND_000883,individual,ID,3187,2,21,19207106.1200887,914624.1,21,False,False,False,0
IND_000884,individual,ID,955,1,53,16751007.910661928,316056.75,45,False,False,False,0
IND_000885,individual,ID,1500,2,3,146579.89302378887,48859.96,3,False,False,False,0
IND_000886,individual,ID,2219,1,12,16168261.874072673,1347355.16,12,False,False,False,0
IND_000887,individual,ID,753,1,37,36290087.402276166,980813.17,25,False,False,False,0
IND_000888,individual,ID,2851,1,13,3339134.888170253,256856.53,6,False,False,False,0
IND_000889,individual,ID,133,2,184,570972485.6416218,3103111.34,32,False,False,False,1
IND_000890,individual,ID,3447,1,47,62564514.01125747,1331159.87,2,False,False,False,0
IND_000891,individual,ID,514,1,26,24165889.74490119,929457.3,26,False,False,False,1
IND_000892,individual,ID,2403,2,7,11221860.234829934,1603122.89,5,False,False,False,0
IND_000893,individual,ID,2562,0,31,9728641.65349774,313827.15,31,False,False,False,0
IND_000894,individual,ID,3391,2,2,605027.4170578524,302513.71,2,False,False,True,0
IND_000895,individual,ID,497,1,24,11630095.061739191,484587.29,24,False,False,False,0
IND_000896,individual,ID,3052,1,20,4596111.465556305,229805.57,20,False,False,False,0
IND_000897,individual,ID,3278,2,11,34090421.032631315,3099129.18,3,False,False,False,0
IND_000898,individual,ID,1730,1,85,47593966.4920788,559929.02,24,False,False,False,0
IND_000899,individual,ID,439,1,51,6266094.376125352,122864.6,25,False,True,True,1
IND_000900,individual,ID,764,2,90,390009157.06519455,4333435.08,38,False,False,False,1
IND_000901,individual,ID,2865,2,30,54837137.63124236,1827904.59,10,False,False,False,0
IND_000902,individual,ID,2530,2,54,52281844.91305625,968182.31,39,False,False,False,0
IND_000903,individual,ID,3235,2,8,14324473.521834102,1790559.19,8,True,False,False,0
IND_000904,individual,ID,421,1,7,1243801.296847358,177685.9,7,False,False,False,0
IND_000905,individual,ID,882,1,30,8436953.09735942,281231.77,13,False,False,False,0
IND_000906,individual,ID,2067,0,30,2797357.5955310585,93245.25,30,False,False,False,0
IND_000907,individual,ID,1059,0,13,11935630.712973855,918125.44,13,False,False,True,0
IND_000908,individual,ID,677,1,125,303290655.577884,2426325.24,32,False,False,False,0
IND_000909,individual,ID,2404,1,5,1575327.6617491888,315065.53,5,False,False,False,0
IND_000910,individual,ID,962,1,14,5963943.85183362,425995.99,14,False,False,False,0
IND_000911,individual,ID,2426,1,30,6762220.5947662,225407.35,28,False,False,False,0
IND_000912,individual,ID,588,1,50,94034305.60630462,1880686.11,13,False,False,False,0
IND_000913,individual,ID,2865,1,54,7949908.61955105,147220.53,18,False,False,False,0
IND_000914,individual,ID,1437,1,31,47529293.091309965,1533203.0,19,False,False,False,0
IND_000915,individual,ID,726,2,44,47594430.65992986,1081691.61,36,False,False,False,0
IND_000916,individual,ID,916,1,64,16312208.186966175,254878.25,30,False,False,False,0
IND_000917,individual,ID,1370,2,4,1240517.3157894765,310129.33,4,False,False,False,0
IND_000918,individual,ID,50,2,20,189776166.5067524,9488808.33,3,False,False,False,0
IND_000919,individual,ID,2205,1,40,72963400.30350824,1824085.01,40,False,False,True,1
IND_000920,individual,ID,80,1,100,470924014.4571471,4709240.14,27,False,False,False,0
IND_000921,individual,ID,401,1,24,28966434.70203586,1206934.78,24,False,False,False,0
IND_000922,individual,IR,129,2,29,4899826.332838478,168959.53,29,False,False,False,0
IND_000923,individual,ID,1547,2,61,55359602.18952868,907534.46,46,False,False,True,0
IND_000924,individual,ID,1393,1,11,3106101.4402600527,282372.86,11,False,False,False,0
IND_000925,individual,ID,3284,2,22,42266055.95418672,1921184.36,22,False,False,False,0
IND_000926,individual,ID,2793,1,8,236083.68532376745,29510.46,4,False,False,False,0
IND_000927,individual,ID,747,2,8,4597722.601527021,574715.33,8,False,False,False,0
IND_000928,individual,ID,1007,2,10,3558759.579059406,355875.96,10,False,False,False,0
IND_000929,individual,ID,889,1,16,594003.1237314438,37125.2,16,False,False,False,0
IND_000930,individual,ID,1165,1,13,4452398.947849945,342492.23,13,False,False,False,0
IND_000931,individual,ID,2937,1,48,232081732.12498507,4835036.09,35,False,False,False,0
IND_000932,individual,ID,2869,1,12,6530139.012401056,544178.25,5,False,False,True,0
IND_000933,individual,ID,762,2,36,299318338.29332054,8314398.29,5,False,False,False,0
IND_000934,individual,ID,3613,1,15,2441204.030168715,162746.94,15,False,False,False,0
IND_000935,individual,ID,1971,1,18,2904877.894323523,161382.11,18,False,False,False,0
IND_000936,individual,VE,3314,1,92,134467749.6956118,1461605.97,42,False,False,False,1
IND_000937,individual,ID,2021,1,30,16568913.919859316,552297.13,30,False,False,False,0
IND_000938,individual,ID,3263,1,62,21465981.519054454,346225.51,17,False,False,False,0
IND_000939,individual,ID,637,1,44,14919256.78138982,339074.02,30,False,False,False,0
IND_000940,individual,IR,776,1,8,14982821.04169197,1872852.63,8,False,False,False,0
IND_000941,individual,MM,198,1,31,51043037.04939501,1646549.58,31,False,False,False,0
IND_000942,individual,ID,172,2,34,29439651.038083225,865872.09,23,False,False,False,0
IND_000943,individual,ID,527,0,12,125166095.57322036,10430507.96,12,False,False,False,0
IND_000944,individual,ID,669,2,36,83346239.0938068,2315173.31,36,False,False,False,0
IND_000945,individual,IR,1217,2,23,5013290.57315324,217969.16,23,False,False,False,0
IND_000946,individual,ID,1840,1,45,4364607.2742056055,96991.27,8,False,False,False,0
IND_000947,individual,ID,1291,1,67,22375803.36676424,333967.21,40,False,False,True,0
IND_000948,individual,ID,2656,1,44,28780212.88852746,654095.75,34,False,False,False,0
IND_000949,individual,ID,2235,1,250,507226448.3926492,2028905.79,6,False,False,True,1
IND_000950,individual,VE,2125,2,29,2066526.256895409,71259.53,29,False,False,False,0
IND_000951,individual,ID,1557,2,76,6701753.631238971,88180.97,23,False,False,False,0
IND_000952,individual,ID,3011,2,36,85497585.36904265,2374932.93,36,False,False,False,0
IND_000953,individual,ID,1766,1,37,8039733.022030578,217290.08,27,False,False,True,0
IND_000954,individual,MM,1974,1,29,6897545.139771576,237846.38,29,False,False,False,0
IND_000955,individual,ID,392,1,15,9355583.716601357,623705.58,15,False,False,False,0
IND_000956,individual,ID,3123,1,1,348947.63479279994,348947.63,1,False,False,False,0
IND_000957,individual,ID,3414,1,71,36561550.85371865,514951.42,32,False,False,True,1
IND_000958,individual,ID,1105,1,33,28144453.968152992,852862.24,33,False,False,False,1
IND_000959,individual,ID,2044,0,26,143594550.06944352,5522867.31,26,False,False,False,0
IND_000960,individual,ID,303,0,38,9360358.792748628,246325.23,24,False,False,False,0
IND_000961,individual,IR,1979,1,44,2727957.539078011,61999.03,8,False,False,True,0
IND_000962,individual,ID,2412,1,27,17519572.002879176,648873.04,21,False,False,False,0
IND_000963,individual,ID,1509,1,27,4632561.216119521,171576.34,23,False,False,False,0
IND_000964,individual,ID,823,0,27,3139624.5701534585,116282.39,12,False,False,False,0
IND_000965,individual,ID,1325,1,77,38890983.25472659,505077.7,44,False,False,False,0
IND_000966,individual,ID,2218,2,36,2990411.872501178,83067.0,10,False,False,False,0
IND_000967,individual,ID,1423,1,15,13977329.69295171,931821.98,11,False,False,False,0
IND_000968,individual,ID,2318,1,51,7685421.318379194,150694.54,34,False,False,False,0
IND_000969,individual,ID,1739,2,36,10486159.409842398,291282.21,5,False,False,True,0
IND_000970,individual,ID,2860,1,4,864050.351206915,216012.59,4,False,False,False,0
IND_000971,individual,ID,2937,2,52,97217513.37812331,1869567.56,48,False,False,False,0
IND_000972,individual,ID,958,2,30,16076331.515125545,535877.72,14,False,False,False,0
IND_000973,individual,ID,348,1,18,561473.8108960429,31192.99,18,False,False,False,0
IND_000974,individual,ID,2133,1,33,5402814.695881031,163721.66,31,False,False,True,0
IND_000975,individual,ID,3120,1,61,6638420.588503893,108826.57,8,False,False,False,0
IND_000976,individual,ID,1469,1,54,2987451.4299698,55323.17,10,False,False,False,0
IND_000977,individual,ID,687,1,115,9969870.233256642,86694.52,50,False,False,False,0
IND_000978,individual,ID,2398,1,56,11715616.295737687,209207.43,34,False,False,False,0
IND_000979,individual,ID,2230,1,38,142090155.440581,3739214.62,38,False,False,False,0
IND_000980,individual,ID,1531,2,20,165674815.8057502,8283740.79,12,False,False,False,0
IND_000981,individual,ID,1584,1,78,5883274.731740014,75426.6,33,False,False,False,0
IND_000982,individual,ID,481,1,24,8077461.840416022,336560.91,24,False,False,False,0
IND_000983,individual,ID,1373,2,83,23836139.76951201,287182.41,30,False,False,False,1
IND_000984,individual,ID,2298,1,11,4518484.337647305,410771.3,11,False,False,False,0
IND_000985,individual,ID,2811,1,37,804451.4623975517,21741.93,1,False,False,False,0
IND_000986,individual,ID,2727,1,47,25956171.569066454,552258.97,8,False,False,False,0
IND_000987,individual,ID,721,2,68,17769829.426363356,261321.02,13,False,False,False,0
IND_000988,individual,ID,3462,1,15,2571589.73253526,171439.32,15,False,False,False,0
IND_000989,individual,ID,3263,1,36,1761628.6402271243,48934.13,26,False,False,False,0
IND_000990,individual,ID,2124,1,13,7311559.733982116,562427.67,13,False,False,False,0
IND_000991,individual,ID,581,1,5,2476574.798291445,495314.96,5,False,False,False,0
IND_000992,individual,ID,1597,1,60,109717938.45314407,1828632.31,21,False,False,True,0
IND_000993,individual,ID,3108,2,22,32292491.26434714,1467840.51,22,False,False,False,0
IND_000994,individual,ID,1101,2,35,19659823.544154428,561709.24,35,False,False,True,0
IND_000995,individual,ID,517,2,39,11148977.793358888,285871.23,21,False,False,True,0
IND_000996,individual,ID,2730,1,20,15199938.257611465,759996.91,20,False,False,False,0
IND_000997,individual,ID,1623,1,25,43995806.72250941,1759832.27,8,False,False,False,0
IND_000998,individual,ID,1954,1,43,48845583.690518655,1135943.81,11,False,False,False,0
IND_000999,individual,ID,2556,1,37,20500594.710189182,554070.13,37,False,False,True,0
IND_001000,individual,ID,3458,2,116,181884917.89226556,1567973.43,38,True,False,True,1
IND_001001,individual,MM,1443,1,33,5447918.279629086,165088.43,27,False,False,False,0
IND_001002,individual,ID,2457,1,25,1916030.0066597504,76641.2,25,False,False,False,0
IND_001003,individual,ID,1365,1,96,106246725.5628118,1106736.72,28,False,False,True,1
IND_001004,individual,ID,2438,1,12,2468137.291116317,205678.11,12,False,False,False,0
IND_001005,individual,ID,439,2,61,11752400.022556929,192662.3,14,False,False,False,0
IND_001006,individual,ID,2548,2,5,551867.7660274107,110373.55,5,False,False,False,0
IND_001007,individual,ID,3512,1,19,4874844.101791784,256570.74,19,False,False,False,0
IND_001008,individual,ID,2588,2,18,18832827.62440796,1046268.2,6,False,False,False,0
IND_001009,individual,ID,2350,2,15,11027525.798749529,735168.39,15,False,False,True,0
IND_001010,individual,ID,2097,2,8,15481721.239181312,1935215.15,8,False,False,False,0
IND_001011,individual,ID,2140,2,9,4123231.783587088,458136.86,9,False,False,False,0
IND_001012,individual,ID,794,2,22,14648191.182789491,665826.87,14,False,False,False,0
IND_001013,individual,ID,2642,2,44,11671579.777301507,265263.18,40,False,False,False,0
IND_001014,individual,ID,275,2,45,79250640.97590993,1761125.36,24,False,False,False,0
IND_001015,individual,ID,3487,2,21,81193186.41922086,3866342.21,21,False,False,False,0
IND_001016,individual,ID,1123,1,32,9480732.741467005,296272.9,32,False,False,False,0
IND_001017,individual,ID,644,1,26,100527124.41979276,3866427.86,16,False,False,False,0
IND_001018,individual,ID,1758,1,33,22974664.584152263,696201.96,3,False,False,True,0
IND_001019,individual,ID,1167,1,35,47685637.58510569,1362446.79,12,False,False,False,0
IND_001020,individual,ID,256,1,32,29373708.901358888,917928.4,6,False,False,True,0
IND_001021,individual,ID,1518,1,26,14401619.130009191,553908.43,6,False,False,False,0
IND_001022,individual,ID,2368,1,49,9031443.32724911,184315.17,8,False,False,False,0
IND_001023,individual,ID,1061,1,25,8055540.012223985,322221.6,6,False,False,False,0
IND_001024,individual,ID,2423,1,6,589956.8729198205,98326.15,6,False,False,False,0
IND_001025,individual,IR,906,1,25,38891924.18847017,1555676.97,25,False,False,True,0
IND_001026,individual,VE,2895,1,29,6538097.874096765,225451.65,21,False,False,False,0
IND_001027,individual,SY,3242,1,63,17624772.527198784,279758.29,24,False,False,False,0
IND_001028,individual,ID,2511,2,10,39638003.443592325,3963800.34,10,False,False,False,0
IND_001029,individual,ID,1011,1,26,83435165.94262521,3209044.84,25,False,False,False,0
IND_001030,individual,ID,529,1,24,10889679.549868904,453736.65,16,False,False,False,0
IND_001031,individual,ID,1076,1,6,1625614.36682002,270935.73,6,False,False,False,0
IND_001032,individual,ID,2616,2,35,34999309.25481355,999980.26,35,False,False,False,0
IND_001033,individual,SY,3222,1,28,8763744.884701664,312990.89,28,False,False,False,0
IND_001034,individual,ID,3389,1,25,3168151.2389343446,126726.05,11,False,False,False,0
IND_001035,individual,ID,3361,1,65,75779735.45822912,1165842.08,21,False,False,True,0
IND_001036,individual,ID,2611,0,22,5646189.614867486,256644.98,22,False,False,False,0
IND_001037,individual,ID,366,1,82,17544441.57876241,213956.6,16,False,False,False,0
IND_001038,individual,ID,3499,2,21,56490304.35865229,2690014.49,21,False,False,False,0
IND_001039,individual,ID,1097,1,30,1886960.97218668,62898.7,30,False,False,False,0
IND_001040,individual,ID,775,2,31,6981377.292785574,225205.72,25,False,False,False,0
IND_001041,individual,ID,2317,0,6,1427157.0874266557,237859.51,6,False,False,False,0
IND_001042,individual,ID,3519,1,9,1543260.0469312198,171473.34,9,False,False,False,0
IND_001043,individual,VE,726,1,29,2613872.2600651947,90133.53,8,False,False,False,0
IND_001044,individual,ID,3418,1,47,14483372.962311553,308156.87,8,False,False,False,0
IND_001045,individual,ID,1120,1,13,3955291.8419117294,304253.22,13,False,False,False,0
IND_001046,individual,ID,3405,1,9,1117964.42518447,124218.27,9,False,False,False,0
IND_001047,individual,ID,1102,1,41,25646832.88740802,625532.51,16,False,False,True,1
IND_001048,individual,IR,575,1,159,40125298.66781975,252360.37,26,False,False,False,1
IND_001049,individual,ID,1079,1,21,12102766.64589137,576322.22,21,False,False,False,0
IND_001050,individual,SY,2513,0,69,33147271.473288044,480395.24,39,False,False,True,0
IND_001051,individual,ID,1590,2,14,2126503.831124912,151893.13,14,False,False,False,0
IND_001052,individual,ID,764,1,113,3427882.342040304,30335.24,22,False,True,True,1
IND_001053,individual,ID,610,2,16,2409677.6766327736,150604.85,16,False,False,False,0
IND_001054,individual,ID,3093,2,43,90588003.08896092,2106697.75,28,False,False,False,0
IND_001055,individual,ID,1110,1,20,3631058.121439461,181552.91,20,False,False,False,0
IND_001056,individual,ID,649,0,22,15959637.6577969,725438.08,22,False,False,False,0
IND_001057,individual,ID,780,1,37,13935410.840879574,376632.73,17,False,False,False,0
IND_001058,individual,ID,2057,2,60,13466706.55630752,224445.11,23,False,False,False,0
IND_001059,individual,ID,2978,2,18,5353161.878154265,297397.88,8,False,False,False,0
IND_001060,individual,ID,3101,2,30,37332601.79135077,1244420.06,18,False,False,False,0
IND_001061,individual,ID,46,1,7,819402.3389879445,117057.48,7,False,False,False,0
IND_001062,individual,ID,416,1,31,3733070.9143836224,120421.64,2,False,False,False,0
IND_001063,individual,ID,464,1,19,5608608.535337899,295189.92,10,False,False,False,0
IND_001064,individual,AF,2603,1,55,181363722.9163832,3297522.23,39,False,False,True,0
IND_001065,individual,ID,1885,1,16,13429526.576442605,839345.41,16,False,False,False,0
IND_001066,individual,ID,3565,2,19,21982036.07471796,1156949.27,19,False,False,False,0
IND_001067,individual,ID,2496,0,9,15771234.3946815,1752359.38,9,False,False,False,0
IND_001068,individual,ID,114,2,15,1261604.8852743804,84106.99,11,False,False,False,0
IND_001069,individual,ID,661,1,15,4834096.9055752,322273.13,15,False,False,False,0
IND_001070,individual,ID,2501,0,9,3770305.5579027617,418922.84,9,False,False,False,0
IND_001071,individual,ID,1619,2,40,6718070.038097203,167951.75,37,False,False,False,0
IND_001072,individual,ID,793,2,68,545148329.5244486,8016887.2,28,False,False,False,0
IND_001073,individual,ID,2682,1,20,18084666.34199454,904233.32,10,False,False,False,0
IND_001074,individual,ID,1947,2,33,12402328.72863831,375828.14,31,False,False,False,0
IND_001075,individual,ID,1048,1,20,1192891.8862504102,59644.59,19,False,False,False,0
IND_001076,individual,ID,2121,2,22,25027341.80989336,1137606.45,7,False,False,False,0
IND_001077,individual,ID,2428,2,15,204470.2290750484,13631.35,15,False,False,False,0
IND_001078,individual,ID,3482,2,67,47789965.82016781,713283.07,6,False,False,False,0
IND_001079,individual,ID,3132,1,54,18368464.555368528,340156.75,40,False,False,False,0
IND_001080,individual,ID,894,2,28,24591085.94900177,878253.07,28,False,False,False,0
IND_001081,individual,ID,103,2,19,31229575.86003385,1643661.89,8,False,False,False,0
IND_001082,individual,IR,2724,1,15,68069259.77338433,4537950.65,15,False,False,False,0
IND_001083,individual,ID,2858,1,8,6356116.119651713,794514.51,8,False,False,True,0
IND_001084,individual,ID,811,1,14,2027390.929701032,144813.64,2,False,False,True,0
IND_001085,individual,ID,624,1,11,217900.82654434076,19809.17,11,False,False,False,0
IND_001086,individual,ID,3182,1,10,12238578.602004714,1223857.86,10,False,False,False,0
IND_001087,individual,AF,1853,1,42,4469160.47699192,106408.58,31,False,False,False,0
IND_001088,individual,ID,3427,1,35,6521381.463606539,186325.18,4,False,False,False,0
IND_001089,individual,ID,1732,2,3,3744147.927499511,1248049.31,3,False,False,False,0
IND_001090,individual,ID,1667,1,160,36603276.405320175,228770.48,40,False,False,False,1
IND_001091,individual,ID,278,1,55,21913774.494386405,398432.26,28,False,False,False,0
IND_001092,individual,ID,1968,2,26,9673986.20964861,372076.39,26,False,False,False,0
IND_001093,individual,ID,1209,1,32,10468056.142639603,327126.75,29,False,False,False,1
IND_001094,individual,ID,2496,1,8,6610072.70465496,826259.09,8,False,False,False,0
IND_001095,individual,ID,1737,0,39,1814824.214200259,46533.95,39,False,False,False,0
IND_001096,individual,ID,693,2,38,15201025.549148122,400026.99,19,False,False,False,0
IND_001097,individual,ID,670,2,4,2231710.189915711,557927.55,4,False,False,False,0
IND_001098,individual,ID,2310,2,18,3418064.976937442,189892.5,2,False,False,False,0
IND_001099,individual,ID,3550,1,8,5364989.50345165,670623.69,3,False,False,False,0
IND_001100,individual,ID,2331,2,26,13349424.174511358,513439.39,17,False,False,False,0
IND_001101,individual,ID,2311,1,53,143228100.1381305,2702416.98,10,False,False,False,0
IND_001102,individual,ID,236,1,2,1356756.1602174884,678378.08,2,False,False,False,0
IND_001103,individual,ID,3231,1,16,13004963.755682068,812810.23,7,False,False,False,0
IND_001104,individual,ID,3597,1,12,53965636.81697785,4497136.4,12,False,False,False,0
IND_001105,individual,ID,3030,1,37,12959062.623185027,350244.94,10,False,False,False,0
IND_001106,individual,IR,1828,1,55,8681960.383134365,157853.83,50,False,False,False,0
IND_001107,individual,ID,2098,1,38,12721712.880703105,334781.92,18,False,False,False,0
IND_001108,individual,ID,650,1,23,78693838.79105534,3421471.25,23,False,False,False,0
IND_001109,individual,ID,1706,2,105,73036572.1961907,695586.4,34,False,False,True,0
IND_001110,individual,ID,70,1,12,4559955.427833648,379996.29,12,False,False,False,0
IND_001111,individual,ID,703,2,13,2766430.5636439235,212802.35,13,False,False,False,0
IND_001112,individual,KP,266,2,27,5319065.529813473,197002.43,27,False,False,False,0
IND_001113,individual,ID,2818,0,55,18854059.969163183,342801.09,20,False,False,False,0
IND_001114,individual,ID,2191,1,23,5246252.728923318,228097.94,10,False,False,False,0
IND_001115,individual,ID,3259,1,7,805586.8230790534,115083.83,7,False,False,False,0
IND_001116,individual,ID,838,1,29,8669725.116173394,298956.04,6,False,False,False,0
IND_001117,individual,ID,546,2,30,44925207.41941131,1497506.91,30,False,False,False,0
IND_001118,individual,ID,3130,1,13,75763619.11118329,5827970.7,2,False,False,False,0
IND_001119,individual,ID,3200,2,10,1106537.045035469,110653.7,10,False,False,True,0
IND_001120,individual,ID,2598,1,46,19621924.120833207,426563.57,8,False,False,False,0
IND_001121,individual,ID,3048,1,12,1213162.030445017,101096.84,12,False,False,False,0
IND_001122,individual,ID,2601,1,10,4611827.602668458,461182.76,10,False,False,False,0
IND_001123,individual,ID,2376,2,62,3865806.859875363,62351.72,46,False,False,False,0
IND_001124,individual,ID,818,2,27,27996162.76678673,1036894.92,24,False,False,False,0
IND_001125,individual,ID,407,1,16,39212271.27996077,2450766.95,9,False,False,False,0
IND_001126,individual,ID,2439,2,30,35044760.14008088,1168158.67,30,False,False,False,0
IND_001127,individual,ID,1832,1,42,71880705.2137118,1711445.36,32,False,False,False,0
IND_001128,individual,ID,2015,1,21,64897000.5229509,3090333.36,9,False,False,False,0
IND_001129,individual,ID,1895,2,23,7575574.20425406,329372.79,23,False,False,False,0
IND_001130,individual,ID,3521,1,19,5446479.261516971,286656.8,8,False,False,False,0
IND_001131,individual,MM,1278,1,18,8452535.60109468,469585.31,18,False,False,False,0
IND_001132,individual,ID,1757,1,26,12441114.774255456,478504.41,20,False,False,False,0
IND_001133,individual,ID,531,1,21,23136191.664105784,1101723.41,5,False,False,False,0
IND_001134,individual,ID,1413,1,28,20441519.6428625,730054.27,28,False,False,False,0
IND_001135,individual,ID,2636,2,11,1127413.781150022,102492.16,11,False,False,False,0
IND_001136,individual,ID,2589,2,39,45672452.28925224,1171088.52,27,False,False,False,0
IND_001137,individual,ID,2776,1,46,5506398.846520573,119704.32,42,True,True,True,1
IND_001138,individual,ID,3190,2,56,13709202.269728122,244807.18,36,False,False,True,0
IND_001139,individual,ID,2249,2,14,1665805.8737406095,118986.13,4,False,False,False,0
IND_001140,individual,ID,106,1,9,50491762.54965423,5610195.84,9,False,False,False,0
IND_001141,individual,ID,2920,1,22,6625066.412581329,301139.38,22,False,False,False,0
IND_001142,individual,ID,214,1,8,470498.9573502594,58812.37,2,False,False,True,0
IND_001143,individual,ID,1594,1,73,107229880.01650085,1468902.47,8,False,False,False,0
IND_001144,individual,ID,3176,2,27,514541.6145101804,19057.1,20,False,False,True,0
IND_001145,individual,ID,773,2,19,9460511.381386671,497921.65,4,False,False,False,0
IND_001146,individual,ID,1086,2,26,443390.15701103886,17053.47,8,False,False,False,0
IND_001147,individual,ID,2113,2,60,41318885.66167762,688648.09,25,False,False,False,0
IND_001148,individual,ID,298,1,16,2823864.080124174,176491.51,16,False,False,True,0
IND_001149,individual,ID,2430,1,24,7867744.233068213,327822.68,16,False,False,False,0
IND_001150,individual,ID,1856,2,31,1468345.8347060469,47365.99,31,False,False,False,0
IND_001151,individual,ID,718,1,27,3814474.9835456535,141276.85,27,False,False,False,0
IND_001152,individual,ID,3358,1,46,16941352.015362848,368290.26,19,False,True,True,1
IND_001153,individual,ID,1149,1,67,51465864.48074473,768147.23,44,False,False,False,0
IND_001154,individual,ID,2120,1,21,1885116.6829346537,89767.46,11,False,False,False,0
IND_001155,individual,ID,533,2,23,3168951.512810417,137780.5,23,False,False,False,0
IND_001156,individual,ID,3315,1,49,19277001.738996863,393408.2,44,False,False,False,0
IND_001157,individual,ID,1148,2,9,3286472.4699196066,365163.61,9,False,False,False,0
IND_001158,individual,ID,2863,1,92,118886775.42056096,1292247.56,39,False,False,False,1
IND_001159,individual,ID,2882,2,20,19942232.90902686,997111.65,20,False,False,False,0
IND_001160,individual,ID,2236,2,28,1532115.8499248272,54718.42,28,False,False,False,0
IND_001161,individual,ID,2492,2,18,1103651.877724548,61313.99,12,False,False,False,0
IND_001162,individual,SY,1547,1,38,6485259.114459998,170664.71,29,False,False,False,0
IND_001163,individual,ID,2934,1,28,1601357.3768685823,57191.33,6,False,False,False,0
IND_001164,individual,IR,2052,1,26,9496884.097518932,365264.77,3,False,False,False,0
IND_001165,individual,KP,833,1,34,10239931.26247918,301174.45,34,False,False,False,0
IND_001166,individual,ID,2290,1,25,41005273.17470452,1640210.93,25,False,False,False,0
IND_001167,individual,ID,555,2,46,221214237.14970163,4809005.16,9,False,False,False,0
IND_001168,individual,ID,3234,1,100,901001699.881947,9010017.0,44,False,False,False,0
